Nudt9	chr5	+	104055489	104055576
Dicer1	chr12	-	104692302	104692465
Dicer1	chr12	-	104700364	104700520
Stk4	chr2	+	164096738	164096906
G3bp2	chr5	-	92055383	92055502
G3bp2	chr5	-	92073159	92073278
Kif11	chr19	+	37390311	37390402
Kif11	chr19	+	37417900	37418017
Rpl35	chr2	-	39004106	39004188
Cops3	chr11	-	59830146	59830239
Cops3	chr11	-	59830146	59830307
Cops3	chr11	-	59832883	59832933
Cops3	chr11	-	59835363	59835444
Rpl23	chr11	-	97781805	97781889
Rpl23	chr11	-	97781805	97782041
Heatr3	chr8	+	88144528	88144638
Heatr3	chr8	+	88161877	88161966
Sumo1	chr1	-	59644516	59644594
Bcas2	chr3	+	103175618	103175669
Blm	chr7	-	80512778	80513494
RP23-379C1.5	chr14	-	60223316	60223415
RP23-379C1.5	chr14	-	60240773	60240798
RP23-379C1.5	chr14	-	60247323	60247466
Kif1c	chr11	+	70702445	70702551
Ganab	chr19	+	8907850	8907916
Ganab	chr19	+	8912710	8912954
RP24-484G16.9	chr9	+	108031998	108032209
Rpap3	chr15	-	97683826	97683925
Rpap3	chr15	-	97693213	97693284
Ngdn	chr14	+	55017065	55017137
Map1lc3b	chr8	+	121593489	121593545
Cth	chr3	-	157913599	157913731
Cspp1	chr1	+	10104211	10104364
Zfml	chr6	+	83976201	83977429
Nr6a1	chr2	-	38872594	38872639
Bub3	chr7	+	131562297	131562362
Bub3	chr7	+	131563632	131563705
Hras	chr7	-	141191954	141192036
Wdr36	chr18	+	32865852	32865918
Chchd2	chr5	-	129883933	129884183
Sf3b6	chr12	+	4820593	4820712
Gak	chr5	-	108584231	108584378
Gak	chr5	-	108613512	108613638
Gak	chr5	-	108616908	108617051
Fam49b	chr15	-	63956599	63956682
Fam49b	chr15	-	63956599	63956682
Fam49b	chr15	-	63957584	63957667
Fam49b	chr15	-	63970929	63970968
Fam49b	chr15	-	63970929	63970968
Cyba	chr8	-	122426935	122427019
Jmjd6	chr11	-	116839837	116839931
Calm2	chr17	-	87442695	87442726
Eif4enif1	chr11	+	3233987	3234059
Eif4enif1	chr11	+	3239400	3239485
Aprt	chr8	-	122575401	122575535
Aprt	chr8	-	122576118	122576231
Aprt	chr8	-	122576118	122576252
Ythdf3	chr3	+	16183921	16183946
Rps16	chr7	+	28350991	28351093
Rps16	chr7	+	28352362	28352410
Zfp384	chr6	+	125024504	125024552
Mllt4	chr17	+	13803938	13804134
Mllt4	chr17	+	13825942	13825987
Mllt4	chr17	+	13848354	13848375
Mllt4	chr17	+	13890962	13890998
Sirt1	chr10	-	63321748	63322300
Sirt1	chr10	-	63336979	63337096
Psmb2	chr4	+	126684121	126684244
Psmb2	chr4	+	126687028	126687099
Rapgef1	chr2	+	29679132	29679269
Rapgef1	chr2	+	29679736	29679850
Copg1	chr6	+	87903484	87903560
Ints14	chr9	+	64961693	64961998
Kansl1	chr11	-	104342362	104342511
Kansl1	chr11	-	104423921	104425293
Mrps36	chr13	-	100739013	100739201
Snrnp70	chr7	-	45381824	45383184
Snrnp70	chr7	-	45383124	45383184
Snrnp70	chr7	-	45395092	45395172
Birc5	chr11	+	117849753	117849863
Anp32e	chr3	+	95934775	95934898
Eif4g1	chr16	+	20673867	20673961
Eif4g1	chr16	+	20673867	20673961
Eif4g1	chr16	+	20674227	20674314
Eif4g1	chr16	+	20674227	20674314
Eif4g1	chr16	+	20674785	20674806
Eif4g1	chr16	+	20681419	20681578
Eif4g1	chr16	+	20687149	20687275
Pisd	chr5	-	32742209	32742475
Hnrnpu	chr1	-	178332996	178333109
Bud31	chr5	+	145144898	145145021
Higd1a	chr9	-	121856437	121856585
Higd1a	chr9	-	121856720	121856872
Cul4a	chr8	+	13106193	13106309
Cul4a	chr8	+	13133122	13133241
Cul4a	chr8	+	13136795	13136903
Cul4a	chr8	+	13142961	13143134
Rbx1	chr15	+	81470951	81471022
Nfkb1	chr3	-	135589326	135589504
Gnpnat1	chr14	-	45382012	45382078
Rfc5	chr5	-	117386721	117386858
Eif3l	chr15	+	79089463	79089961
Timm44	chr8	-	4265225	4265276
Timm44	chr8	-	4269854	4270025
Eed	chr7	-	89962255	89962361
Eed	chr7	-	89976896	89977049
Trim71	chr9	-	114515732	114515867
Trim71	chr9	-	114524953	114525121
Uggt1	chr1	-	36164443	36164523
Ipo8	chr6	-	148824403	148824485
Cherp	chr8	-	72463077	72463316
Cherp	chr8	-	72466382	72466558
Cherp	chr8	-	72469863	72470015
Cherp	chr8	-	72470870	72471055
Tsen34	chr7	+	3695712	3695833
Lsm3	chr6	+	91517047	91517158
Lsm3	chr6	+	91519548	91519644
Nmd3	chr3	+	69724256	69724391
Nmd3	chr3	+	69726360	69726457
Dtnb	chr12	+	3732617	3732707
Akt2	chr7	+	27616240	27616369
Akt2	chr7	+	27636038	27636167
Mau2	chr8	-	70020419	70020510
Mau2	chr8	-	70025827	70025893
Nrd1	chr4	+	109017626	109017696
Nrd1	chr4	+	109056509	109056648
Nrd1	chr4	+	109058258	109058306
Ubap2	chr4	-	41196729	41196808
Ubap2	chr4	-	41211704	41211894
Ubap2	chr4	-	41216565	41216633
Ubap2	chr4	-	41245455	41245492
Ubap2	chr4	-	41251534	41251671
Eif2a	chr3	+	58539527	58539646
Eif2a	chr3	+	58539589	58539646
Srm	chr4	+	148592043	148592164
Srm	chr4	+	148592481	148592574
Wfdc2	chr2	+	164563307	164563451
Wfdc2	chr2	+	164564056	164564212
Wfdc2	chr2	+	164564056	164564212
Atp6v1c1	chr15	+	38682940	38683009
Atp6v1c1	chr15	+	38686803	38686896
Usp5	chr6	-	124816983	124817068
Usp5	chr6	-	124828014	124828139
Aatf	chr11	-	84509658	84509796
Ndufv2	chr17	-	66091863	66091929
RP23-211P15.1	chr4	-	58805540	58805646
Gtf2h2	chr13	-	100479190	100479254
Gtf2h2	chr13	-	100480539	100480647
Prrc2c	chr1	-	162674098	162674151
Prrc2c	chr1	-	162675604	162675841
Prrc2c	chr1	-	162688115	162688217
Prrc2c	chr1	-	162688115	162688217
Prrc2c	chr1	-	162691140	162691233
Prrc2c	chr1	-	162691140	162691233
Tmem147	chr7	-	30727986	30728108
Tmem147	chr7	-	30727986	30728129
Kdm1a	chr4	-	136552460	136552588
Kdm1a	chr4	-	136553795	136553910
Kdm1a	chr4	-	136582039	136582099
Cse1l	chr2	+	166915169	166915264
Cse1l	chr2	+	166926350	166926458
Cse1l	chr2	+	166929784	166929987
Cse1l	chr2	+	166929894	166929987
Cse1l	chr2	+	166935922	166936026
Dpf2	chr19	-	5903730	5903772
Prdx6	chr1	-	161247256	161247413
Prdx6	chr1	-	161249358	161249469
Nubp2	chr17	-	24885418	24885617
Atxn10	chr15	+	85359453	85359645
Skp1a	chr11	+	52236836	52236933
Skp1a	chr11	+	52237383	52237472
Skp1a	chr11	+	52243614	52243758
Skp1a	chr11	+	52244980	52245121
Prdx3	chr19	-	60867515	60867619
Prdx3	chr19	-	60873127	60873263
Rpl31	chr1	+	39370013	39370139
Ski	chr4	-	155157945	155158176
Arpp19	chr9	+	75043212	75043298
Arpp19	chr9	+	75052232	75052355
Ube2f	chr1	+	91283946	91284009
Papola	chr12	+	105799650	105799824
Papola	chr12	+	105800683	105800750
Papola	chr12	+	105808554	105808666
Papola	chr12	+	105820340	105820450
Papola	chr12	+	105833099	105833162
Sppl3	chr5	+	115020733	115020871
Sppl3	chr5	+	115061561	115061639
Mtx1	chr3	-	89210106	89210183
Mcts1	chrX	+	38601928	38602081
RP24-500I4.2	chrY	+	90841656	90841805
Ndufa3	chr7	+	3617902	3618140
RP23-437A9.3	chr9	-	57256385	57259140
Araf	chrX	+	20851657	20851812
Cdc42	chr4	-	137335974	137336129
Hspbp1	chr7	-	4684271	4684566
Hspbp1	chr7	-	4684271	4684569
Clint1	chr11	+	45902210	45902285
Trim2	chr3	-	84172764	84172933
Ect2	chr3	-	27100827	27100971
Ect2	chr3	-	27144951	27145059
Ect2	chr3	-	27146836	27146882
Ect2	chr3	-	27146836	27147019
Ect2	chr3	-	27146836	27147019
Cdk16	chrX	+	20695698	20695761
Scaf11	chr15	-	96415728	96415947
Scaf11	chr15	-	96415776	96415947
Scaf11	chr15	-	96438181	96438350
Naa35	chr13	+	59618230	59618278
Sall1	chr8	-	89029943	89033398
Trappc13	chr13	-	104147243	104147344
Trappc13	chr13	-	104152164	104152182
Adsl	chr15	+	80956212	80956292
Adsl	chr15	+	80961355	80961402
Polb	chr8	-	22653059	22653117
Gtf3a	chr5	+	146950532	146950633
Cuta	chr17	-	26938571	26938617
Actg1	chr11	-	120347491	120347536
Srsf6	chr2	+	162932814	162932979
Prmt7	chr8	+	106243294	106243378
Prmt7	chr8	+	106251196	106251293
Abcf2	chr5	-	24568204	24568315
Atf2	chr2	-	73823200	73823306
Atf2	chr2	-	73853794	73853891
Mrps31	chr8	+	22414715	22415003
Mrps31	chr8	+	22427747	22427891
Lrrc40	chr3	+	158040440	158040622
Lrrc40	chr3	+	158040440	158040622
Ubl5	chr9	+	20645621	20645693
Pbdc1	chrX	+	105081937	105082078
Syce2	chr8	+	84883430	84883584
Rrbp1	chr2	-	143950427	143950523
Slc2a1	chr4	+	119112082	119112214
Slc2a1	chr4	+	119116006	119116120
Slc2a1	chr4	+	119133096	119133259
Srsf2	chr11	-	116851647	116851751
Usp1	chr4	+	98926435	98926674
Usp1	chr4	+	98926454	98926674
Ppat	chr5	-	76918033	76918255
Chmp3	chr6	+	71552398	71552459
Chmp3	chr6	+	71560896	71561076
Chmp3	chr6	+	71574114	71574236
Chmp3	chr6	+	71577730	71577845
Zfp451	chr1	-	33786406	33786532
Cbx3	chr6	+	51471815	51471868
Cbx3	chr6	+	51475230	51475373
Diablo	chr5	-	123517736	123518065
Kpna2	chr11	-	106992602	106992691
Kpna2	chr11	-	106998112	106998238
Zc3h14	chr12	+	98747479	98747522
Zc3h14	chr12	+	98752777	98752892
Zc3h14	chr12	+	98774244	98774319
Zc3h14	chr12	+	98774244	98774319
Zc3h14	chr12	+	98779107	98779267
Zc3h14	chr12	+	98780047	98780280
Usp28	chr9	+	49000350	49000428
Usp28	chr9	+	49010242	49010316
Usp28	chr9	+	49033576	49033672
Clk2	chr3	+	89173376	89173543
Ptma	chr1	+	86528774	86528856
Ptma	chr1	+	86529455	86529552
Ptma	chr1	+	86529730	86529804
Hspa5	chr2	+	34773169	34773307
Eif2s1	chr12	+	78866525	78866767
RP24-471H15.8	chr7	+	30564473	30564607
Pum2	chr12	+	8699063	8699188
Pum2	chr12	+	8733272	8733509
Pum2	chr12	+	8747156	8747294
Zzz3	chr3	+	152427276	152428832
Zzz3	chr3	+	152446798	152446937
Btf3	chr13	-	98310980	98311037
Anxa7	chr14	-	20467457	20467523
Anxa7	chr14	-	20479283	20479340
Gatsl3	chr11	+	4221145	4221259
Fbxw11	chr11	+	32722054	32722145
Mrpl33	chr5	+	31614602	31614621
Mrpl33	chr5	+	31616380	31616487
RP23-391M18.7	chr2	-	168219219	168219245
Orc1	chr4	+	108603964	108604136
Orc1	chr4	+	108606237	108606357
Prpf4b	chr13	+	34888123	34888279
Prpf4b	chr13	+	34893316	34893422
Ppm1g	chr5	-	31208012	31208098
Chtf8	chr8	-	106886919	106887037
Chtf8	chr8	-	106887300	106887356
Chtf8	chr8	-	106887300	106887356
Ppa2	chr3	+	133322571	133322616
Ppa2	chr3	+	133326647	133326701
Ppa2	chr3	+	133330392	133330512
Ppa2	chr3	+	133348063	133348190
Snapc3	chr4	+	83427781	83427866
Ppie	chr4	-	123137525	123137569
Tjp2	chr19	-	24096583	24096669
Tjp2	chr19	-	24099452	24099563
Tjp2	chr19	-	24134849	24134974
Txlna	chr4	-	129637095	129637187
RP23-62O7.9	chr19	+	8735986	8736093
Rexo4	chr2	-	26960223	26960417
Dst	chr1	+	34296741	34296759
Cd320	chr17	+	33846015	33846141
Lactb2	chr1	-	13627355	13627437
Abhd17a	chr10	-	80585607	80585802
Srrt	chr5	-	137297798	137297987
Dimt1	chr13	+	106954675	106954739
Ndufv3	chr17	+	31527309	31528401
Suv420h2	chr7	+	4742121	4742287
Sec61a1	chr6	-	88512101	88512255
Sec61a1	chr6	-	88512495	88512605
Sec61a1	chr6	-	88517711	88517792
Mtss1	chr15	-	58947325	58947520
Ldhb	chr6	-	142492492	142492616
Ldhb	chr6	-	142494099	142494217
Igf2bp2	chr16	-	22068142	22068259
Igf2bp2	chr16	-	22070306	22070375
Mettl9	chr7	+	121047837	121048028
Tacc2	chr7	+	130753617	130753661
Nol10	chr12	+	17373561	17373628
Fam96a	chr9	+	66133431	66133481
Cttn	chr7	-	144452547	144452658
Lsm14a	chr7	-	34347925	34347982
Lsm14a	chr7	-	34357765	34357942
Impdh1	chr6	-	29206305	29206512
Impdh1	chr6	-	29206374	29206512
Impdh1	chr6	-	29206922	29206997
Impdh1	chr6	-	29209219	29209268
Gid8	chr2	+	180714689	180714886
Nr2f6	chr8	-	71378388	71378483
Ttll4	chr1	+	74690693	74690889
Ttll4	chr1	+	74697178	74697249
Nt5c2	chr19	-	46924261	46924335
Psmd4	chr3	-	95033481	95033546
Psmd4	chr3	-	95034565	95034781
Psmd4	chr3	-	95034941	95035010
Psmd4	chr3	-	95035237	95035324
Cul3	chr1	-	80322858	80323056
Cul3	chr1	-	80322986	80323056
Spred1	chr2	+	117175343	117175445
Pdxdc1	chr16	-	13854394	13854445
Ap2b1	chr11	+	83364794	83364836
Krr1	chr10	+	111977314	111977398
Fhl3	chr4	+	124707253	124707423
Gid4	chr11	+	60432332	60432440
Mrpl15	chr1	-	4783950	4784105
Dido1	chr2	-	180688823	180689655
Atl2	chr17	-	79851714	79851789
Atl2	chr17	-	79875801	79876046
Cep57	chr9	-	13810626	13810862
Chka	chr19	+	3875734	3875788
Chka	chr19	+	3881997	3882120
Samm50	chr15	+	84210483	84210630
Noc2l	chr4	+	156236154	156236325
Dus3l	chr17	+	56768347	56768413
Psap	chr10	+	60297536	60297545
Mrgbp	chr2	+	180583400	180583522
Fam32a	chr8	+	72221927	72221981
Cct4	chr11	+	22997032	22997154
Cct4	chr11	+	22997602	22997735
Cct4	chr11	+	23001361	23001472
Cct4	chr11	+	23002816	23002930
Myo10	chr15	+	25785802	25786046
Tmbim6	chr15	+	99393694	99393730
Tmbim6	chr15	+	99399656	99399871
Tmbim6	chr15	+	99400060	99400207
Tmbim6	chr15	+	99401579	99401663
Tmbim6	chr15	+	99402060	99402169
Naa50	chr16	+	44144780	44144918
Naa50	chr16	+	44157073	44157193
Naa50	chr16	+	44157879	44157946
Tcea1	chr1	+	4893416	4893563
Mkrn1	chr6	-	39404647	39404874
Pop5	chr5	+	115238134	115238277
Cib1	chr7	-	80230315	80230424
Eif4h	chr5	-	134624440	134624500
Tfg	chr16	-	56691875	56691916
Tfg	chr16	-	56704426	56704573
RP23-120A4.10	chr15	+	79245289	79245352
RP23-120A4.10	chr15	+	79247264	79247315
Phf10	chr17	-	14955983	14956067
Phf10	chr17	-	14959418	14959525
Nploc4	chr11	-	120389367	120389439
Nploc4	chr11	-	120411657	120411744
Hspg2	chr4	+	137511245	137511365
Hspg2	chr4	+	137531623	137531737
Rabggtb	chr3	-	153910063	153910161
Ccng1	chr11	-	40751439	40751518
Ccng1	chr11	-	40752103	40752357
Tpd52l2	chr2	+	181499302	181499453
Tpd52l2	chr2	+	181502875	181502935
Tpd52l2	chr2	+	181511573	181511615
Uqcrc1	chr9	+	108937015	108937156
Uqcrc1	chr9	+	108937066	108937156
Uqcrc1	chr9	+	108944043	108944173
Derl1	chr15	-	57875496	57875607
Rps6	chr4	-	86855866	86856013
Dnaaf5	chr5	+	139163198	139163411
Ube2d1	chr10	-	71258200	71258306
Tjap1	chr17	-	46282345	46282439
Usp39	chr6	-	72319739	72319826
Usp39	chr6	-	72325645	72325788
Ruvbl2	chr7	-	45422091	45422134
Ruvbl2	chr7	-	45422091	45422206
Ruvbl2	chr7	-	45428652	45428782
Ruvbl2	chr7	-	45431319	45431374
Gdi1	chrX	+	74307102	74307237
Asf1a	chr10	+	53606108	53606285
Pold3	chr7	-	100088063	100088142
Pold3	chr7	-	100106562	100106695
Csnk2a2	chr8	-	95455857	95456006
Csnk2a2	chr8	-	95460071	95460173
Csnk2a2	chr8	-	95473370	95473421
Dapk3	chr10	+	81191041	81191068
Racgap1	chr15	-	99643392	99643523
Ctbp1	chr5	-	33259137	33259344
Ctbp1	chr5	-	33266882	33267037
Ctbp1	chr5	-	33266882	33267037
Ctbp1	chr5	-	33269441	33269634
Mknk2	chr10	-	80667612	80667656
Mknk2	chr10	-	80669297	80669402
Dnajb6	chr5	+	29748344	29748435
Pkp4	chr2	+	59214677	59214814
Pkp4	chr2	+	59266387	59266500
Pkp4	chr2	+	59310101	59310290
Pkp4	chr2	+	59352261	59352335
Sec24c	chr14	+	20689271	20689463
Agrn	chr4	-	156169545	156169557
Agrn	chr4	-	156173295	156173382
Agrn	chr4	-	156179097	156179322
Eif5b	chr1	+	38046611	38046743
Gtf2i	chr5	-	134272523	134272586
Gtf2i	chr5	-	134274538	134274595
Gtf2i	chr5	-	134276371	134276428
Gtf2i	chr5	-	134289286	134289412
Gtf2i	chr5	-	134289286	134289421
Gtf2i	chr5	-	134306531	134306731
Dnajc19	chr3	-	34080230	34080282
Colgalt1	chr8	+	71623089	71623296
Adipor2	chr6	-	119358921	119359109
Sqstm1	chr11	-	50207406	50207636
Naca	chr10	+	128039170	128045086
Lyar	chr5	+	38228049	38228133
Timm17b	chrX	+	7900960	7901060
Clspn	chr4	+	126572278	126572470
Ormdl2	chr10	-	128820260	128820560
Pds5b	chr5	+	150793548	150793611
Tacc3	chr5	+	33661520	33661645
Tacc3	chr5	+	33671981	33672076
Mrpl38	chr11	-	116132419	116132556
Mrpl38	chr11	-	116135190	116135325
Trip12	chr1	-	84738677	84738834
Trip12	chr1	-	84739513	84739656
Trip12	chr1	-	84777423	84777489
Trip12	chr1	-	84777423	84777507
Trip12	chr1	-	84793524	84794327
Trip12	chr1	-	84795689	84795815
Uri1	chr7	-	37996686	37996721
Epb41l4aos	chr18	+	33795382	33795445
Fkbp11	chr15	-	98726483	98726554
Tceal8	chrX	-	136171419	136171521
Atp5d	chr10	+	80145218	80145307
Dusp11	chr6	-	85950513	85950560
RP23-124N11.3	chr11	-	101408130	101408225
Mpi	chr9	-	57546393	57546567
Snrpa1	chr7	+	66070118	66070198
Trub1	chr19	+	57458089	57458188
Rchy1	chr5	-	91957877	91957997
Ccna2	chr3	-	36566540	36566674
Ccna2	chr3	-	36566999	36567113
Ccna2	chr3	-	36568587	36568811
Tpm2	chr4	-	43518643	43518719
Vdac3	chr8	-	22578991	22579142
Nif3l1	chr1	+	58447633	58448089
Bcar1	chr8	-	111713338	111714436
Bcar1	chr8	-	111720698	111721331
Cnot2	chr10	-	116501191	116501317
Cnot2	chr10	-	116506228	116506411
Cnot2	chr10	-	116507040	116507188
Cnot2	chr10	-	116517316	116517383
Morf4l1	chr9	-	90096502	90096604
Morf4l1	chr9	-	90100442	90100523
Morf4l1	chr9	-	90102299	90102386
Morf4l1	chr9	-	90102299	90102386
Ptov1	chr7	-	44866809	44866917
Apobec3	chr15	+	79895410	79895558
Apobec3	chr15	+	79899019	79899118
Upf3b	chrX	-	37104428	37104527
Stard3nl	chr13	-	19370249	19370533
Utp20	chr10	-	88751344	88751532
Map2k7	chr8	+	4244860	4245003
Vti1b	chr12	-	79166350	79166409
Slc7a7	chr14	-	54374547	54374671
Slc7a7	chr14	-	54374547	54374671
Slc7a7	chr14	-	54378995	54379121
Slc7a7	chr14	-	54408502	54409048
Slc7a7	chr14	-	54411584	54411646
Slc7a7	chr14	-	54413879	54414013
Golph3	chr15	+	12343036	12343151
Pop4	chr7	-	38265899	38265961
Usp7	chr16	-	8715744	8715919
Usp7	chr16	-	8756815	8757072
Aldh18a1	chr19	-	40569032	40569177
Aldh18a1	chr19	-	40586126	40586192
Rps6ka1	chr4	-	133871549	133871631
Cdkn2aipnl	chr11	+	51970143	51970243
Dnajc11	chr4	+	151969845	151969968
Mad1l1	chr5	-	140261497	140261584
Mapre1	chr2	+	153746255	153746379
Wbp11	chr6	-	136821176	136821376
Adrbk1	chr19	-	4294849	4294926
Aldoa	chr7	-	126797973	126798126
Caprin1	chr2	-	103769434	103769629
Caprin1	chr2	-	103788137	103788203
Zc3h11a	chr1	-	133653972	133654032
Lgr4	chr2	+	109970691	109970763
RP23-357J7.8	chr16	+	18897697	18897788
Dync1i2	chr2	+	71233648	71233708
Rprd1a	chr18	-	24509792	24509922
Orc5	chr5	-	22547440	22547553
Memo1	chr17	-	74255227	74255296
Utp4	chr8	+	106912225	106912348
Tcfl5	chr2	-	180640880	180641064
Apoe	chr7	-	19697478	19697614
Apoe	chr7	-	19697478	19697647
Apoe	chr7	-	19698403	19698473
Med6	chr12	-	81574524	81574552
Zkscan17	chr11	-	59505169	59505318
Lsm6	chr8	-	78819986	78820085
Tor2a	chr2	+	32759526	32759702
Enoph1	chr5	+	100060973	100061167
Zcchc10	chr11	+	53331647	53331771
Atp5g1	chr11	-	96073961	96074039
Ctdp1	chr18	-	80434165	80434328
Traf7	chr17	-	24511314	24511397
Traf7	chr17	-	24513192	24513376
Traf7	chr17	-	24516504	24516596
Traf7	chr17	-	24516504	24516596
Traf7	chr17	-	24518741	24518799
Txndc12	chr4	+	108845950	108846011
Wdr43	chr17	+	71641286	71641418
Wdr43	chr17	+	71648772	71648859
Coro1c	chr5	-	113865638	113865761
Rps7	chr12	-	28635579	28635663
Hook2	chr8	+	84997163	84997251
Hook2	chr8	+	84998489	84998524
Spns1	chr7	-	126371177	126371276
Spns1	chr7	-	126371540	126371606
Spns1	chr7	-	126373921	126374073
Nudt5	chr2	+	5848107	5848190
Nudt5	chr2	+	5862300	5862408
Nudt5	chr2	+	5866232	5866241
Hdlbp	chr1	-	93429377	93429485
Hdlbp	chr1	-	93461343	93461599
Mdm2	chr10	-	117692581	117692737
Mdm2	chr10	-	117695952	117696049
Mdm2	chr10	-	117709653	117709784
Mdm2	chr10	-	117709699	117709784
Sugt1	chr14	+	79587953	79588011
Leng8	chr7	+	4141022	4141133
Ywhag	chr5	-	135932516	135932642
Dis3	chr14	-	99099118	99099186
Arhgap12	chr18	-	6039353	6039455
Impact	chr18	+	12975978	12976031
Psip1	chr4	-	83458074	83458186
Spint2	chr7	-	29260056	29260129
Spint2	chr7	-	29263594	29263765
Arid1a	chr4	-	133695571	133695661
Minpp1	chr19	+	32493870	32493968
Vrk1	chr12	+	106071569	106071641
Vrk1	chr12	+	106073618	106073678
Kif2a	chr13	-	106974494	106974562
Ptbp3	chr4	-	59501309	59501474
Arl6ip1	chr7	-	118126395	118126515
Glud1	chr14	+	34319881	34319962
Glud1	chr14	+	34338759	34338883
Glud1	chr14	+	34339926	34340018
Dnajc7	chr11	-	100589678	100589778
Bptf	chr11	-	107044491	107044665
Pdlim1	chr19	-	40251909	40252061
Zfp42	chr8	-	43300627	43300705
Zfp42	chr8	-	43302874	43302979
Arhgap19	chr19	-	41773049	41773128
Arhgap19	chr19	-	41784325	41784412
Arhgap19	chr19	-	41788305	41788386
Atxn7l3	chr11	-	102292441	102292485
Tpp2	chr1	+	43957435	43957512
Znhit6	chr3	+	145578101	145578167
Nip7	chr8	+	107058046	107058187
Dmtf1	chr5	-	9120349	9120494
Cdh1	chr8	+	106604286	106604407
Spg7	chr8	+	123066472	123066575
Spg7	chr8	+	123077817	123077920
Spg7	chr8	+	123079968	123080131
Arfrp1	chr2	-	181364310	181364398
Ppp1ca	chr19	+	4192744	4192876
Rev1	chr1	-	38098852	38099021
Rev1	chr1	-	38107567	38107694
Camsap3	chr8	+	3598685	3598808
Pim2	chrX	+	7878683	7878793
Pim2	chrX	+	7879627	7879678
Pim2	chrX	+	7881247	7881620
Pim2	chrX	+	7882072	7882249
Pim2	chrX	+	7882072	7882249
Stk25	chr1	-	93625033	93625148
Stk25	chr1	-	93627653	93627710
Ntan1	chr16	+	13826882	13826985
Ntan1	chr16	+	13827059	13827125
Ntan1	chr16	+	13831117	13831171
Ntan1	chr16	+	13834680	13834794
Zyx	chr6	+	42351269	42351362
Eif5	chr12	+	111538354	111538548
Eif5	chr12	+	111539800	111539882
Eif5	chr12	+	111539800	111539911
Eif5	chr12	+	111542679	111542841
Eif5	chr12	+	111542779	111542841
Rnf126	chr10	-	79760790	79760906
Rnf126	chr10	-	79761429	79761499
March7	chr2	+	60247487	60247512
Usp21	chr1	-	171283354	171283441
Mcmbp	chr7	-	128699318	128699407
Sugp1	chr8	+	70059281	70059405
Sugp1	chr8	+	70059752	70059853
Sugp1	chr8	+	70070330	70070437
Sugp1	chr8	+	70071113	70071259
Mtmr2	chr9	+	13760417	13760488
Mrps28	chr3	-	8899985	8900167
B4galt3	chr1	+	171272520	171272756
U2af2	chr7	+	5067209	5067254
