ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
81	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47500793	47500870	47472560	47472717	47504985	47505132	81	9,2,12,1	2,3,0,0	0,0,1,18	0,0,1,0	78	39	1	1.0	0.692,0.25,1.0,1.0	NA,NA,0.333,1.0	0.069
82	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47500793	47500870	47472560	47472717	47526204	47526314	82	12,3,6,1	0,6,6,0	1,0,3,21	4,4,1,7	78	39	0.120290784141	0.817552192943	1.0,0.2,0.333,1.0	0.111,0.0,0.6,0.6	0.305
83	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47500793	47500870	47472560	47472717	47529174	47529341	83	9,0,13,2	6,1,0,3	0,0,1,18	1,0,2,0	78	39	1	1.0	0.429,0.0,1.0,0.25	0.0,NA,0.2,1.0	0.02
84	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47504985	47505132	47472602	47472717	47526204	47526314	84	6,3,10,0	0,6,6,0	0,0,1,2	4,4,1,7	78	39	1	1.0	1.0,0.2,0.455,NA	0.0,0.0,0.333,0.125	0.437
85	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47504985	47505132	47472602	47472717	47529174	47529305	85	2,3,0,0	6,1,0,3	0,0,1,0	1,0,2,0	78	39	1	1.0	0.143,0.6,NA,0.0	0.0,NA,0.2,NA	0.148
86	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47504985	47505132	47500793	47500870	47526204	47526314	86	4,2,16,1	3,3,0,1	0,0,0,2	1,0,2,3	78	39	1	1.0	0.4,0.25,1.0,0.333	0.0,NA,0.0,0.25	0.412
88	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47507264	47507446	47504985	47505132	47526204	47526236	88	4,8,0,0	4,0,10,0	1,12,4,0	0,0,0,2	78	39	1	1.0	0.333,1.0,0.0,NA	1.0,1.0,1.0,0.0	-0.306
92	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47526204	47526314	47472618	47472717	47529174	47529270	92	20,6,9,9	6,1,0,3	14,6,3,10	1,0,2,0	78	39	0.00318081841994	0.0650860888829	0.625,0.75,1.0,0.6	0.875,1.0,0.429,1.0	-0.082
93	"ENSMUSG00000037536.14"	"Fbxo34"	chr14	+	47526204	47526314	47500793	47500870	47529174	47529270	93	23,3,3,10	0,0,7,2	11,2,4,6	0,0,0,0	78	39	0.000876487530126	0.0246187492837	1.0,1.0,0.176,0.714	1.0,1.0,1.0,1.0	-0.277
95	"ENSMUSG00000034341.17"	"Wbp2"	chr11	-	116080545	116080680	116080221	116080344	116081231	116081324	95	125,105,150,82	5,3,15,2	71,95,72,132	5,13,12,9	78	39	0.0123782671807	0.173462732961	0.926,0.946,0.833,0.953	0.877,0.785,0.75,0.88	0.092
98	"ENSMUSG00000039055.4"	"Eme1"	chr11	-	94647290	94647406	94645815	94646005	94647627	94647748	98	50,55,68,50	0,0,0,0	42,41,27,35	0,0,0,1	78	39	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.946	0.014
99	"ENSMUSG00000039055.4"	"Eme1"	chr11	-	94650222	94651023	94650007	94650138	94653695	94653964	99	89,30,46,42	0,5,3,4	34,51,33,42	0,5,4,0	78	39	0.685761786693	1.0	1.0,0.75,0.885,0.84	1.0,0.836,0.805,1.0	-0.042
101	"ENSMUSG00000021067.8"	"Sav1"	chr12	-	69969069	69969213	69965011	69966347	69984208	69984652	101	54,15,55,33	0,0,0,0	30,61,38,25	1,0,0,0	78	39	1	1.0	1.0,1.0,1.0,1.0	0.938,1.0,1.0,1.0	0.016
102	"ENSMUSG00000021067.8"	"Sav1"	chr12	-	69975967	69976238	69969069	69969213	69984208	69984652	102	77,55,90,32	0,1,0,0	33,80,33,43	0,5,1,2	78	39	0.0185975373161	0.232917867703	1.0,0.965,1.0,1.0	1.0,0.889,0.943,0.915	0.054
105	"ENSMUSG00000033389.16"	"Arhgap44"	chr11	-	65005453	65005505	65002038	65003450	65008062	65008440	105	1,1,7,5	0,0,0,2	2,4,3,0	0,2,0,0	78	39	1	1.0	1.0,1.0,1.0,0.556	1.0,0.5,1.0,NA	0.056
111	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70895915	70896045	70895378	70895709	70896132	70896180	111	7660,4122,5795,3776	5,0,14,0	4143,4641,3565,4965	1,2,3,4	78	39	1	1.0	0.999,1.0,0.995,1.0	1.0,0.999,0.998,0.998	-0.0
112	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70895915	70896045	70895378	70895709	70897358	70897396	112	4212,2297,3257,2055	5,0,0,0	2314,2470,1956,2762	0,3,0,0	78	39	1	1.0	0.998,1.0,1.0,1.0	1.0,0.998,1.0,1.0	0.0
113	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70896132	70896180	70895599	70895709	70897358	70897399	113	5,0,14,0	5,0,0,0	3,2,3,4	0,3,0,0	78	39	1	1.0	0.333,NA,1.0,NA	1.0,0.25,1.0,1.0	-0.146
114	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70896132	70896180	70895915	70896045	70897358	70897399	114	3453,1825,2538,1721	5,0,0,0	1831,2171,1609,2203	0,0,0,0	78	39	1	1.0	0.997,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.001
115	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70896132	70896312	70895378	70895709	70897358	70897396	115	1298,590,814,568	5,0,0,0	467,441,462,602	0,3,0,0	78	39	1	1.0	0.992,1.0,1.0,1.0	1.0,0.987,1.0,1.0	0.001
116	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70896132	70896312	70895599	70896045	70897358	70897396	116	4746,2415,3338,2289	5,0,0,0	2295,2610,2068,2801	0,0,0,0	78	39	1	1.0	0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.0
117	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70896145	70896312	70895915	70896045	70897358	70897400	117	1293,591,800,568	5,0,0,0	466,439,459,598	0,0,0,0	78	39	1	1.0	0.992,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
120	"ENSMUSG00000013089.15"	"Etv5"	chr16	-	22401671	22401931	22399319	22399379	22411632	22411920	120	174,110,160,102	0,3,0,0	172,120,123,132	0,0,0,0	78	39	1	1.0	1.0,0.948,1.0,1.0	1.0,1.0,1.0,1.0	-0.013
122	"ENSMUSG00000013089.15"	"Etv5"	chr16	-	22436019	22436067	22435876	22435927	22436200	22436288	122	156,108,239,148	0,0,0,0	140,173,128,137	1,0,0,0	78	39	1	1.0	1.0,1.0,1.0,1.0	0.986,1.0,1.0,1.0	0.004
128	"ENSMUSG00000042216.13"	"Sgsm1"	chr5	-	113277508	113277673	113276033	113276172	113279132	113279265	128	0,0,5,0	0,0,10,0	0,0,0,0	5,4,2,0	78	39	1	1.0	NA,NA,0.2,NA	0.0,0.0,0.0,NA	0.2
132	"ENSMUSG00000041064.13"	"Pif1"	chr9	+	65589214	65589340	65589004	65589137	65589450	65589604	132	11,9,22,4	0,3,0,0	3,8,10,12	2,0,0,0	78	39	0.854778812284	1.0	1.0,0.6,1.0,1.0	0.429,1.0,1.0,1.0	0.043
133	"ENSMUSG00000041064.13"	"Pif1"	chr9	+	65591686	65591859	65589947	65590054	65592123	65592230	133	8,10,9,5	0,0,0,0	8,6,3,4	1,0,0,0	78	39	1	1.0	1.0,1.0,1.0,1.0	0.8,1.0,1.0,1.0	0.05
134	"ENSMUSG00000041064.13"	"Pif1"	chr9	+	65591719	65591859	65589947	65590054	65592123	65592230	134	6,10,20,6	0,0,0,0	14,6,3,16	1,0,0,0	78	39	1	1.0	1.0,1.0,1.0,1.0	0.875,1.0,1.0,1.0	0.031
135	"ENSMUSG00000041064.13"	"Pif1"	chr9	+	65593456	65593602	65593261	65593349	65594386	65594578	135	14,10,4,2	1,0,0,0	9,7,11,38	0,0,0,0	78	39	1	1.0	0.875,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.031
136	"ENSMUSG00000024413.13"	"Npc1"	chr18	-	12223032	12223155	12217993	12221912	12236180	12236326	136	21,14,26,6	0,0,0,0	13,19,6,13	2,0,0,0	78	39	1	1.0	1.0,1.0,1.0,1.0	0.765,1.0,1.0,1.0	0.059
137	"ENSMUSG00000011958.17"	"Bnip2"	chr9	+	69998247	69998333	69997080	69997257	69999093	69999158	137	0,0,0,0	28,12,12,23	3,3,3,4	19,13,14,18	78	39	3.33831846291e-05	0.00217780409833	0.0,0.0,0.0,0.0	0.073,0.103,0.097,0.1	-0.093
138	"ENSMUSG00000011958.17"	"Bnip2"	chr9	+	70004305	70004341	70003568	70003667	70007063	70008317	138	6,3,0,2	36,36,46,33	5,6,3,3	31,58,12,8	74	39	0.0492725485973	0.452591298016	0.081,0.042,0.0,0.031	0.078,0.052,0.116,0.165	-0.064
140	"ENSMUSG00000028256.16"	"Odf2l"	chr3	+	145127022	145127151	145126092	145126225	145127830	145127890	140	11,7,18,7	0,5,0,5	8,17,4,14	0,1,1,0	78	39	0.000622149405226	0.019209060771	1.0,0.412,1.0,0.412	1.0,0.895,0.667,1.0	-0.185
142	"ENSMUSG00000028256.16"	"Odf2l"	chr3	+	145145875	145145953	145144311	145144416	145148530	145148616	142	1,3,2,0	4,2,8,3	5,0,0,0	4,14,3,2	78	39	0.357838002548	1.0	0.111,0.429,0.111,0.0	0.385,0.0,0.0,0.0	0.067
143	"ENSMUSG00000028256.16"	"Odf2l"	chr3	+	145146762	145146921	145144311	145144416	145148530	145148616	143	0,0,0,0	4,2,8,3	1,0,0,0	4,14,3,2	78	39	1	1.0	0.0,0.0,0.0,0.0	0.111,0.0,0.0,0.0	-0.028
145	"ENSMUSG00000040613.14"	"Apobec1"	chr6	-	122588144	122588172	122581352	122581750	122591086	122591204	145	4,9,11,3	0,0,0,5	8,0,2,8	0,0,0,0	66	39	1	1.0	1.0,1.0,1.0,0.262	1.0,NA,1.0,1.0	-0.184
152	"ENSMUSG00000029772.17"	"Ahcyl2"	chr6	+	29820328	29820634	29799438	29799584	29863142	29863251	152	3,0,0,3	0,0,4,0	0,0,1,1	1,0,0,0	78	39	1	1.0	1.0,NA,0.0,1.0	0.0,NA,1.0,1.0	0.0
155	"ENSMUSG00000039737.11"	"Prkrip1"	chr5	-	136194296	136194397	136189551	136189619	136197779	136197858	155	28,25,32,12	0,0,3,0	22,27,20,44	0,0,0,0	78	39	1	1.0	1.0,1.0,0.842,1.0	1.0,1.0,1.0,1.0	-0.039
156	"ENSMUSG00000039737.11"	"Prkrip1"	chr5	-	136195077	136195130	136194296	136194397	136197779	136197858	156	0,4,0,0	28,25,32,12	1,0,0,0	22,27,20,44	78	39	1	1.0	0.0,0.074,0.0,0.0	0.022,0.0,0.0,0.0	0.013
157	"ENSMUSG00000039737.11"	"Prkrip1"	chr5	-	136195077	136195151	136194296	136194397	136197779	136197822	157	0,4,0,0	28,25,32,12	1,0,0,0	22,27,20,44	78	39	1	1.0	0.0,0.074,0.0,0.0	0.022,0.0,0.0,0.0	0.013
158	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918276	79918476	79915806	79918050	79921371	79921438	158	34,10,9,13	1,0,0,0	17,16,21,22	0,0,0,0	78	39	1	1.0	0.944,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.014
159	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918752	79918825	79918109	79918476	79921371	79921438	159	168,119,213,119	1,0,0,0	139,160,99,89	0,0,0,0	78	39	1	1.0	0.988,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.003
160	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918752	79918927	79918416	79918476	79921371	79921438	160	106,43,80,66	1,0,0,0	77,97,39,47	0,0,0,0	78	39	1	1.0	0.981,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.005
161	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918752	79919104	79915809	79918476	79921371	79921438	161	106,44,83,60	1,0,0,0	83,84,43,59	0,0,0,0	78	39	1	1.0	0.981,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.005
163	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79930585	79930629	79923471	79923537	79970868	79971118	163	131,101,203,124	3,3,4,0	178,112,105,116	2,0,0,1	78	39	0.0957269364628	0.710025321952	0.956,0.944,0.962,1.0	0.978,1.0,1.0,0.983	-0.025
165	"ENSMUSG00000026883.17"	"Dab2ip"	chr2	+	35721260	35721413	35719852	35720741	35723028	35723222	165	41,58,53,42	0,0,0,0	16,33,20,17	0,4,0,1	78	39	0.394673825685	1.0	1.0,1.0,1.0,1.0	1.0,0.805,1.0,0.895	0.075
167	"ENSMUSG00000032415.14"	"Ube2cbp"	chr9	-	86372340	86372479	86307305	86307876	86422840	86423004	167	23,4,5,9	0,0,2,0	7,14,3,9	2,0,0,0	78	39	1	1.0	1.0,1.0,0.556,1.0	0.636,1.0,1.0,1.0	-0.02
169	"ENSMUSG00000002833.11"	"Hdgfrp2"	chr17	+	56097881	56097985	56097234	56097526	56098483	56098557	169	231,127,182,123	3,0,0,0	112,130,81,144	0,0,0,0	78	39	1	1.0	0.975,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
171	"ENSMUSG00000060538.14"	"Tmem219"	chr7	-	126891602	126891832	126886221	126886315	126896748	126896876	171	6,14,11,12	0,0,0,0	9,9,1,3	2,0,0,0	78	39	1	1.0	1.0,1.0,1.0,1.0	0.692,1.0,1.0,1.0	0.077
172	"ENSMUSG00000060538.14"	"Tmem219"	chr7	-	126896748	126896938	126890980	126891832	126897025	126897224	172	16,27,18,17	0,0,1,0	13,24,8,12	0,4,0,0	78	39	0.647174210944	1.0	1.0,1.0,0.9,1.0	1.0,0.75,1.0,1.0	0.037
173	"ENSMUSG00000060538.14"	"Tmem219"	chr7	-	126896748	126896938	126890980	126891832	126898223	126898281	173	6,14,11,12	6,1,0,0	9,9,1,3	1,1,0,0	78	39	0.0236985680186	0.276232876405	0.333,0.875,1.0,1.0	0.818,0.818,1.0,1.0	-0.107
174	"ENSMUSG00000060538.14"	"Tmem219"	chr7	-	126897025	126897224	126891602	126891832	126898223	126898253	174	2,0,1,0	6,1,0,0	3,4,5,1	1,1,0,0	78	39	1	1.0	0.143,0.0,1.0,NA	0.6,0.667,1.0,1.0	-0.436
176	"ENSMUSG00000060538.14"	"Tmem219"	chr7	-	126897025	126897227	126891602	126891832	126898223	126898276	176	7,1,1,0	6,1,0,0	4,6,0,3	1,1,0,0	78	39	1	1.0	0.368,0.333,1.0,NA	0.667,0.75,NA,1.0	-0.239
179	"ENSMUSG00000069170.14"	"Adgrv1"	chr13	-	81424222	81424397	81422128	81422264	81427602	81427746	179	0,0,0,5	0,0,0,0	0,3,0,0	0,4,0,0	78	39	1	1.0	NA,NA,NA,1.0	NA,0.273,NA,NA	0.727
181	"ENSMUSG00000012483.4"	"Rpa3"	chr6	-	8257686	8257761	8256694	8256803	8258999	8259173	181	154,129,145,87	0,0,0,0	122,118,69,112	1,0,0,3	78	39	1	1.0	1.0,1.0,1.0,1.0	0.984,1.0,1.0,0.949	0.017
184	"ENSMUSG00000070953.13"	"Rabepk"	chr2	-	34795171	34795329	34790502	34790655	34797374	34797433	184	51,34,33,18	0,0,0,3	39,35,14,57	0,0,0,0	78	39	1	1.0	1.0,1.0,1.0,0.75	1.0,1.0,1.0,1.0	-0.063
185	"ENSMUSG00000070953.13"	"Rabepk"	chr2	-	34797374	34797433	34790502	34790655	34799750	34799754	185	26,3,3,6	0,0,4,0	9,6,6,7	0,0,0,0	78	39	0.135032602457	0.878297727912	1.0,1.0,0.273,1.0	1.0,1.0,1.0,1.0	-0.182
186	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82728066	82728238	82727227	82727336	82729215	82729436	186	8,0,0,0	87,39,64,42	2,0,0,0	32,45,52,54	78	39	0.692756245626	1.0	0.044,0.0,0.0,0.0	0.03,0.0,0.0,0.0	0.003
190	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82741817	82741976	82735418	82735507	82747082	82747142	190	8,1,0,3	4,8,15,12	8,7,30,2	10,5,5,6	78	39	0.00411932498253	0.0784676441727	0.5,0.059,0.0,0.111	0.286,0.412,0.75,0.143	-0.23
191	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82741817	82741976	82735418	82735507	82750519	82750604	191	4,1,0,0	40,43,45,49	7,0,12,3	47,38,25,39	78	39	4.14634843531e-05	0.00252823074945	0.048,0.011,0.0,0.0	0.069,0.0,0.194,0.037	-0.06
193	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82745523	82745556	82735418	82735507	82747082	82747142	193	0,1,0,0	4,8,15,12	1,2,1,1	10,5,5,6	71	39	0.131437287537	0.864330632653	0.0,0.064,0.0,0.0	0.052,0.18,0.099,0.084	-0.088
194	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82745523	82745556	82741638	82741976	82747082	82747142	194	0,1,0,0	4,1,0,3	1,2,0,1	2,7,19,0	71	39	1	1.0	0.0,0.355,NA,0.0	0.215,0.136,0.0,1.0	-0.219
195	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82747082	82747142	82735415	82735507	82750519	82750604	195	15,18,29,20	40,43,45,49	41,10,27,10	47,38,25,39	78	39	0.535201587791	1.0	0.158,0.173,0.244,0.169	0.304,0.116,0.351,0.114	-0.035
196	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82747082	82747142	82741817	82741976	82750519	82750604	196	15,11,14,11	0,1,0,0	33,12,41,4	1,0,1,1	78	39	1	1.0	1.0,0.846,1.0,1.0	0.943,1.0,0.953,0.667	0.071
198	"ENSMUSG00000037295.7"	"Ldlrap1"	chr4	-	134758918	134759061	134757340	134757453	134767815	134768024	198	13,1,12,5	1,0,0,0	20,9,7,13	0,0,0,0	78	39	1	1.0	0.867,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.033
207	"ENSMUSG00000024772.9"	"Ehd1"	chr19	+	6294213	6294626	6281217	6281315	6297532	6297697	207	235,133,169,98	0,3,0,0	110,92,108,119	0,0,1,0	78	39	1	1.0	1.0,0.957,1.0,1.0	1.0,1.0,0.982,1.0	-0.006
