ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
273	"ENSMUSG00000025537.12"	"Phkg1"	chr5	-	129869460	129869526	129866861	129867025	129873215	129873270
276	"ENSMUSG00000003813.15"	"Rad23a"	chr8	-	84835754	84835919	84834651	84835674	84837459	84837590
277	"ENSMUSG00000003813.15"	"Rad23a"	chr8	-	84835819	84835919	84835619	84835674	84837459	84837593
278	"ENSMUSG00000003813.15"	"Rad23a"	chr8	-	84837688	84837767	84837459	84837590	84838006	84838047
279	"ENSMUSG00000003813.15"	"Rad23a"	chr8	-	84838272	84838311	84838006	84838134	84838468	84838666
280	"ENSMUSG00000003813.15"	"Rad23a"	chr8	-	84838272	84838328	84838006	84838134	84838468	84838650
283	"ENSMUSG00000018433.14"	"Nol11"	chr11	-	107183572	107183630	107181738	107181883	107186634	107186691
284	"ENSMUSG00000018433.14"	"Nol11"	chr11	-	107184739	107184888	107183572	107183630	107186634	107186691
287	"ENSMUSG00000021175.15"	"Cdca7l"	chr12	+	117865029	117865164	117843514	117843957	117870005	117870047
295	"ENSMUSG00000026276.20"	"Sept2"	chr1	+	93491156	93491277	93478989	93479068	93495578	93495665
296	"ENSMUSG00000026276.20"	"Sept2"	chr1	+	93495578	93495665	93491156	93491277	93497340	93497355
308	"ENSMUSG00000020176.17"	"Grb10"	chr11	-	11938409	11938484	11937806	11937923	11943881	11943980
314	"ENSMUSG00000062175.13"	"Tgif2"	chr2	+	156844155	156844381	156840006	156840238	156853128	156853228
326	"ENSMUSG00000039814.15"	"Xkr5"	chr8	-	18948558	18948742	18941944	18942129	18950875	18950937
333	"ENSMUSG00000029670.12"	"Ing3"	chr6	+	21952091	21952229	21950037	21950109	21953762	21953828
334	"ENSMUSG00000029670.12"	"Ing3"	chr6	+	21952128	21952229	21950019	21950109	21953762	21953828
335	"ENSMUSG00000029670.12"	"Ing3"	chr6	+	21965733	21965830	21953762	21953828	21967626	21967671
338	"ENSMUSG00000076441.9"	"Ass1"	chr2	+	31510109	31510241	31501487	31501552	31514678	31514774
342	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3507241	3507355	3496521	3496651	3511928	3512041
343	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3518244	3518382	3514653	3514719	3521733	3521747
344	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3526701	3526929	3521733	3521920	3544107	3544255
345	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3526701	3526934	3521733	3521920	3544107	3544255
358	"ENSMUSG00000032782.19"	"Cntrob"	chr11	-	69320817	69320974	69319857	69319974	69321355	69321419
359	"ENSMUSG00000032782.19"	"Cntrob"	chr11	-	69321848	69321933	69321355	69321419	69322689	69323775
361	"ENSMUSG00000025290.17"	"Rps24"	chr14	+	24491749	24491815	24490680	24490758	24493382	24493460
362	"ENSMUSG00000025290.17"	"Rps24"	chr14	+	24491906	24492116	24491749	24491815	24493382	24493460
363	"ENSMUSG00000025290.17"	"Rps24"	chr14	+	24494051	24494069	24493382	24493493	24495429	24495449
364	"ENSMUSG00000025290.17"	"Rps24"	chr14	+	24494051	24494069	24493382	24493493	24495774	24495845
365	"ENSMUSG00000025290.17"	"Rps24"	chr14	+	24495429	24495449	24493382	24493493	24495774	24495823
366	"ENSMUSG00000025290.17"	"Rps24"	chr14	+	24495429	24495449	24494051	24494069	24495774	24495823
370	"ENSMUSG00000107705.1"	"RP24-267I24.5"	chr6	+	8591544	8591665	8582579	8582790	8592906	8597480
377	"ENSMUSG00000040451.17"	"Sgms1"	chr19	-	32142745	32142863	32129540	32129694	32159523	32160363
390	"ENSMUSG00000026921.18"	"Egfl7"	chr2	+	26591663	26591728	26590898	26591063	26592417	26592443
391	"ENSMUSG00000026921.18"	"Egfl7"	chr2	+	26592117	26592241	26591028	26591063	26592417	26592681
392	"ENSMUSG00000026921.18"	"Egfl7"	chr2	+	26592117	26592241	26591434	26591728	26592417	26592681
393	"ENSMUSG00000026921.18"	"Egfl7"	chr2	+	26592117	26592280	26590964	26591063	26592417	26592443
394	"ENSMUSG00000026921.18"	"Egfl7"	chr2	+	26592117	26592280	26591433	26591728	26592417	26592443
395	"ENSMUSG00000034024.8"	"Cct2"	chr10	-	117062975	117063050	117062816	117062882	117063705	117063763
396	"ENSMUSG00000034024.8"	"Cct2"	chr10	-	117062975	117063139	117062816	117062882	117063705	117063759
397	"ENSMUSG00000086228.2"	"Ubap1l"	chr9	+	65376908	65377010	65373749	65373959	65377798	65377883
404	"ENSMUSG00000022094.15"	"Slc39a14"	chr14	-	70313600	70313770	70310855	70310975	70316437	70316624
405	"ENSMUSG00000022094.15"	"Slc39a14"	chr14	-	70315663	70315833	70310855	70310975	70316437	70316624
407	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71846285	71846475	71844638	71844712	71851771	71851880
408	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71852729	71852867	71851771	71851880	71856911	71857048
409	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71852762	71852867	71851771	71851880	71856911	71857048
410	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71852765	71852867	71851771	71851880	71856911	71856955
420	"ENSMUSG00000037426.17"	"Depdc5"	chr5	+	32903776	32903911	32901829	32901904	32904274	32904336
429	"ENSMUSG00000019737.14"	"Syne4"	chr7	+	30316572	30316767	30316229	30316373	30317967	30318042
435	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44332879	44332966	44325640	44325739	44340625	44340745
440	"ENSMUSG00000026634.16"	"Angel2"	chr1	+	190932866	190933192	190928852	190929099	190937443	190937700
444	"ENSMUSG00000029310.13"	"Nudt9"	chr5	+	104054271	104054367	104050577	104050817	104058106	104058182
445	"ENSMUSG00000029310.13"	"Nudt9"	chr5	+	104055489	104055576	104054271	104054367	104058106	104058182
453	"ENSMUSG00000040586.8"	"Ofd1"	chrX	-	166424975	166425082	166414975	166415095	166426819	166426993
454	"ENSMUSG00000032492.14"	"Pth1r"	chr9	-	110724398	110724493	110723709	110723851	110724726	110724793
459	"ENSMUSG00000029676.15"	"Pot1a"	chr6	-	25756162	25756319	25753148	25753354	25757224	25757287
461	"ENSMUSG00000029676.15"	"Pot1a"	chr6	-	25800702	25800836	25800325	25800510	25801352	25801398
462	"ENSMUSG00000029676.15"	"Pot1a"	chr6	-	25805874	25805941	25798535	25800510	25809174	25809195
463	"ENSMUSG00000041415.10"	"Dicer1"	chr12	-	104692302	104692465	104692126	104692202	104694477	104694746
464	"ENSMUSG00000041415.10"	"Dicer1"	chr12	-	104700364	104700520	104696273	104697144	104702401	104703182
466	"ENSMUSG00000041415.10"	"Dicer1"	chr12	-	104737768	104737866	104731799	104731987	104738782	104738837
468	"ENSMUSG00000029060.17"	"Mib2"	chr4	-	155667013	155667169	155661105	155661374	155668573	155668730
470	"ENSMUSG00000096054.3"	"Syne1"	chr10	-	5193031	5193172	5185752	5185920	5194472	5194667
476	"ENSMUSG00000018209.15"	"Stk4"	chr2	+	164096738	164096906	164088840	164089005	164098438	164098576
480	"ENSMUSG00000035597.19"	"Prpf39"	chr12	+	65042460	65042807	65036332	65036468	65043231	65043357
482	"ENSMUSG00000035597.19"	"Prpf39"	chr12	+	65043714	65043877	65043326	65043357	65044005	65044124
483	"ENSMUSG00000035597.19"	"Prpf39"	chr12	+	65043767	65043877	65043289	65043357	65044005	65044124
487	"ENSMUSG00000021254.9"	"Gpatch2l"	chr12	+	86256867	86256932	86244034	86244706	86260576	86260753
490	"ENSMUSG00000029405.16"	"G3bp2"	chr5	-	92055383	92055502	92052145	92055053	92056268	92056397
492	"ENSMUSG00000029405.16"	"G3bp2"	chr5	-	92073159	92073278	92070356	92070438	92083528	92083658
494	"ENSMUSG00000021758.14"	"Ddx4"	chr13	-	112644508	112644566	112635967	112636045	112651331	112651418
497	"ENSMUSG00000035649.17"	"Zcchc7"	chr4	+	44908450	44908486	44895818	44895989	44925974	44926070
500	"ENSMUSG00000012443.3"	"Kif11"	chr19	+	37390311	37390402	37387310	37387435	37390648	37390891
501	"ENSMUSG00000012443.3"	"Kif11"	chr19	+	37417900	37418017	37416489	37416632	37420258	37421859
504	"ENSMUSG00000062997.6"	"Rpl35"	chr2	-	39004106	39004188	39001579	39001765	39004731	39004868
518	"ENSMUSG00000019373.11"	"Cops3"	chr11	-	59832883	59832933	59830146	59830239	59833031	59833144
541	"ENSMUSG00000071415.6"	"Rpl23"	chr11	-	97781805	97781889	97781333	97781462	97782343	97782437
542	"ENSMUSG00000071415.6"	"Rpl23"	chr11	-	97781805	97782041	97781403	97781462	97782343	97782382
544	"ENSMUSG00000031657.16"	"Heatr3"	chr8	+	88144528	88144638	88141671	88141781	88147546	88147687
545	"ENSMUSG00000031657.16"	"Heatr3"	chr8	+	88161877	88161966	88158128	88158265	88164887	88165031
546	"ENSMUSG00000024301.9"	"Kifc5b"	chr17	+	26921806	26921860	26921019	26921119	26922675	26922723
548	"ENSMUSG00000038860.15"	"Garnl3"	chr2	-	33034709	33034785	33034030	33034129	33041442	33041469
550	"ENSMUSG00000073433.10"	"Arhgdig"	chr17	-	26199751	26199828	26199612	26199676	26200014	26200098
551	"ENSMUSG00000073433.10"	"Arhgdig"	chr17	-	26199769	26199828	26199612	26199676	26200014	26200098
552	"ENSMUSG00000073433.10"	"Arhgdig"	chr17	-	26200014	26200098	26199751	26199828	26200190	26200370
553	"ENSMUSG00000038604.9"	"Fam65a"	chr8	+	105614398	105614525	105605254	105605350	105614640	105614793
556	"ENSMUSG00000027316.15"	"Gfra4"	chr2	-	131040398	131040475	131039631	131040325	131041015	131041150
557	"ENSMUSG00000027316.15"	"Gfra4"	chr2	-	131041015	131041150	131040398	131040475	131041231	131041341
561	"ENSMUSG00000005687.14"	"Bcas2"	chr3	+	103175618	103175669	103174339	103174501	103177338	103177419
582	"ENSMUSG00000036120.10"	"Rfxank"	chr8	-	70134225	70134306	70130793	70133463	70134611	70134678
584	"ENSMUSG00000030528.12"	"Blm"	chr7	-	80512778	80513494	80509403	80509563	80514588	80514690
585	"ENSMUSG00000049313.8"	"Sorl1"	chr9	-	41989353	41989466	41988704	41988809	41991311	41991481
591	"ENSMUSG00000044562.12"	"Rasip1"	chr7	+	45637869	45638017	45636719	45636892	45638684	45639093
599	"ENSMUSG00000027575.19"	"Arfgap1"	chr2	+	180971050	180971114	180967299	180967814	180971983	180972155
606	"ENSMUSG00000063895.7"	"RP23-379C1.5"	chr14	-	60223316	60223415	60221582	60221678	60228708	60228910
607	"ENSMUSG00000063895.7"	"RP23-379C1.5"	chr14	-	60240773	60240798	60239480	60239546	60242546	60242657
608	"ENSMUSG00000063895.7"	"RP23-379C1.5"	chr14	-	60247323	60247466	60244513	60244663	60251162	60251431
612	"ENSMUSG00000071650.5"	"Ganab"	chr19	+	8907850	8907916	8907214	8907394	8908677	8908747
613	"ENSMUSG00000071650.5"	"Ganab"	chr19	+	8912710	8912954	8912473	8912575	8914300	8914365
616	"ENSMUSG00000093456.7"	"RP24-484G16.9"	chr9	+	108031998	108032209	108024102	108024450	108040904	108041086
618	"ENSMUSG00000015363.13"	"Trabd"	chr15	+	89084902	89085042	89084697	89084808	89085273	89085309
621	"ENSMUSG00000022466.6"	"Rpap3"	chr15	-	97683826	97683925	97681618	97681839	97684032	97684103
622	"ENSMUSG00000022466.6"	"Rpap3"	chr15	-	97693213	97693284	97691181	97691310	97694103	97694225
626	"ENSMUSG00000022204.9"	"Ngdn"	chr14	+	55017065	55017137	55016168	55016228	55021053	55021191
628	"ENSMUSG00000031812.16"	"Map1lc3b"	chr8	+	121593489	121593545	121590360	121590564	121595985	121596092
629	"ENSMUSG00000031812.16"	"Map1lc3b"	chr8	+	121593489	121593650	121590483	121590564	121595985	121596092
634	"ENSMUSG00000038039.13"	"Gcc2"	chr10	+	58272332	58272405	58269261	58271706	58274735	58274836
635	"ENSMUSG00000038039.13"	"Gcc2"	chr10	+	58276538	58276697	58274956	58275034	58278786	58278951
636	"ENSMUSG00000038039.13"	"Gcc2"	chr10	+	58276577	58276697	58274935	58275034	58278786	58278951
642	"ENSMUSG00000035310.15"	"Lin54"	chr5	-	100485139	100485855	100475688	100475831	100500500	100500626
656	"ENSMUSG00000028179.12"	"Cth"	chr3	-	157913599	157913731	157910882	157910940	157918425	157918535
660	"ENSMUSG00000056763.16"	"Cspp1"	chr1	+	10108368	10108481	10104211	10104364	10112392	10112542
665	"ENSMUSG00000029386.15"	"Tctn2"	chr5	+	124615150	124615285	124612643	124612709	124616468	124616546
668	"ENSMUSG00000001870.15"	"Ltbp1"	chr17	+	75348743	75348869	75327196	75327322	75352686	75352830
672	"ENSMUSG00000025792.9"	"Slc25a10"	chr11	+	120497013	120497106	120496635	120496706	120497383	120497461
683	"ENSMUSG00000030016.14"	"Zfml"	chr6	+	83976201	83977429	83972245	83972283	83978021	83978087
688	"ENSMUSG00000063972.13"	"Nr6a1"	chr2	-	38760186	38760429	38748835	38748891	38872594	38872639
700	"ENSMUSG00000014786.8"	"Slc9a5"	chr8	+	105353422	105353725	105348842	105349572	105355143	105355307
703	"ENSMUSG00000014786.8"	"Slc9a5"	chr8	+	105363936	105364006	105363262	105363433	105364681	105364816
717	"ENSMUSG00000038299.15"	"Wdr36"	chr18	+	32865852	32865918	32864652	32864840	32866187	32866350
719	"ENSMUSG00000032870.8"	"Smap2"	chr4	-	120985194	120985328	120983106	120983192	121016748	121017247
720	"ENSMUSG00000070822.5"	"Zscan18"	chr7	-	12771663	12771742	12770803	12770893	12772008	12772115
725	"ENSMUSG00000070493.3"	"Chchd2"	chr5	-	129883933	129884183	129882428	129882579	129887197	129887470
729	"ENSMUSG00000037361.8"	"Sf3b6"	chr12	+	4820593	4820712	4817543	4817819	4826757	4826896
732	"ENSMUSG00000022683.13"	"Pla2g10"	chr16	-	13727962	13728113	13725029	13725215	13730356	13730443
737	"ENSMUSG00000106447.1"	"RP23-204O17.1"	chr3	+	96637130	96637332	96636673	96636789	96643574	96643807
739	"ENSMUSG00000062234.14"	"Gak"	chr5	-	108602843	108602967	108599453	108599503	108604315	108604400
740	"ENSMUSG00000062234.14"	"Gak"	chr5	-	108613512	108613638	108609390	108609480	108616908	108617051
742	"ENSMUSG00000062234.14"	"Gak"	chr5	-	108625029	108625091	108616908	108617051	108629500	108629739
744	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63956599	63956682	63950005	63950127	63970929	63970968
745	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63956599	63956682	63950005	63950127	63997897	63997969
746	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63956599	63956682	63950005	63950127	64022569	64022620
747	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63957584	63957667	63950005	63950127	63970929	63970968
749	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63970929	63970968	63950005	63950127	63997897	63997969
750	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63970929	63970968	63950005	63950127	64022569	64022620
751	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63970929	63970968	63956599	63956682	63997897	63997969
752	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	63970929	63970968	63956599	63956682	64022569	64022620
753	"ENSMUSG00000022378.14"	"Fam49b"	chr15	-	64022569	64022620	63970929	63970968	64060194	64060330
756	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	162903433	162903638	162901768	162901914	162910008	162910179
762	"ENSMUSG00000027624.19"	"Epb41l1"	chr2	+	156536979	156537060	156534685	156534769	156537366	156537483
765	"ENSMUSG00000035671.6"	"Zswim4"	chr8	-	84217244	84217408	84214022	84214104	84219825	84219980
766	"ENSMUSG00000025758.10"	"Plk4"	chr3	+	40813465	40813591	40812730	40812875	40814981	40815088
772	"ENSMUSG00000034724.17"	"Cnot6l"	chr5	-	96082869	96083097	96079932	96080135	96086141	96086293
773	"ENSMUSG00000034724.17"	"Cnot6l"	chr5	-	96094160	96094318	96091583	96091738	96098244	96098313
780	"ENSMUSG00000000326.12"	"Comt"	chr16	-	18411126	18411320	18410682	18410814	18411689	18411957
781	"ENSMUSG00000000326.12"	"Comt"	chr16	-	18424303	18424360	18411689	18411957	18426355	18426385
789	"ENSMUSG00000038126.17"	"Mphosph9"	chr5	-	124306952	124307046	124304173	124304277	124312704	124312831
794	"ENSMUSG00000056962.11"	"Jmjd6"	chr11	-	116839837	116839926	116838989	116839128	116840447	116840545
807	"ENSMUSG00000025915.14"	"Sgk3"	chr1	+	9881759	9881891	9881577	9881661	9884406	9884519
808	"ENSMUSG00000025915.14"	"Sgk3"	chr1	+	9888869	9889025	9885666	9886142	9891360	9891450
811	"ENSMUSG00000036438.12"	"Calm2"	chr17	-	87442695	87442726	87435603	87435934	87446792	87446848
814	"ENSMUSG00000101166.6"	"RP23-312I2.1"	chr7	+	44247250	44247416	44246773	44246823	44248251	44248295
823	"ENSMUSG00000114378.1"	"RP23-71L21.2"	chr14	+	12296621	12296747	12287269	12287393	12297581	12297656
826	"ENSMUSG00000072647.6"	"Adam1a"	chr5	-	121535853	121535943	121534334	121534430	121537111	121537220
832	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3233987	3234059	3229868	3230065	3234461	3234645
834	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3239400	3239485	3229868	3230101	3240894	3240975
847	"ENSMUSG00000006589.8"	"Aprt"	chr8	-	122575401	122575535	122575136	122575215	122576514	122576621
854	"ENSMUSG00000037994.14"	"Slc9b2"	chr3	+	135317053	135317193	135307744	135307781	135318279	135318365
862	"ENSMUSG00000004054.8"	"Map3k11"	chr19	+	5689688	5690988	5689476	5689512	5695160	5695341
867	"ENSMUSG00000047213.14"	"Ythdf3"	chr3	+	16183921	16183946	16183211	16183520	16186966	16187115
868	"ENSMUSG00000047213.14"	"Ythdf3"	chr3	+	16183921	16183946	16183211	16183520	16189477	16189563
869	"ENSMUSG00000047213.14"	"Ythdf3"	chr3	+	16186966	16187115	16183235	16183520	16189477	16189563
871	"ENSMUSG00000047213.14"	"Ythdf3"	chr3	+	16187638	16187717	16186966	16187115	16189477	16189563
872	"ENSMUSG00000047213.14"	"Ythdf3"	chr3	+	16189477	16189563	16183211	16183520	16203825	16203924
873	"ENSMUSG00000047213.14"	"Ythdf3"	chr3	+	16203186	16203219	16189477	16189563	16203825	16205424
878	"ENSMUSG00000030669.13"	"Calca"	chr7	-	114635126	114635221	114634340	114634608	114636187	114636271
879	"ENSMUSG00000030669.13"	"Calca"	chr7	-	114635126	114635221	114634340	114634608	114636211	114636306
889	"ENSMUSG00000037563.15"	"Rps16"	chr7	+	28350991	28351093	28350651	28350851	28352176	28352273
890	"ENSMUSG00000037563.15"	"Rps16"	chr7	+	28352362	28352410	28352176	28352273	28352493	28352696
892	"ENSMUSG00000034194.17"	"R3hcc1"	chr14	-	69699959	69700030	69698583	69698679	69703953	69704126
904	"ENSMUSG00000068036.14"	"Mllt4"	chr17	+	13803938	13804134	13760538	13760778	13807276	13807392
914	"ENSMUSG00000028837.8"	"Psmb2"	chr4	+	126684121	126684244	126677629	126677845	126687028	126687099
915	"ENSMUSG00000028837.8"	"Psmb2"	chr4	+	126687028	126687099	126677629	126677845	126706057	126706220
918	"ENSMUSG00000062014.13"	"Gmfb"	chr14	-	46817385	46817482	46816177	46816227	46822100	46822242
920	"ENSMUSG00000039844.19"	"Rapgef1"	chr2	+	29679132	29679269	29619719	29620063	29686104	29686283
932	"ENSMUSG00000030058.17"	"Copg1"	chr6	+	87903484	87903560	87902197	87902441	87904087	87904191
936	"ENSMUSG00000034263.13"	"Ints14"	chr9	+	64961693	64961998	64960904	64960938	64964325	64964603
941	"ENSMUSG00000018412.16"	"Kansl1"	chr11	-	104342362	104342511	104338125	104338247	104343490	104343673
