ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
76	"ENSMUSG00000021175.15"	"Cdca7l"	chr12	+	117870005	117870137	117870008	117870137	117865029	117865164
77	"ENSMUSG00000024247.14"	"Pkdcc"	chr17	+	83220965	83221237	83221052	83221237	83220101	83220156
78	"ENSMUSG00000022550.18"	"Adck5"	chr15	+	76593430	76593631	76593435	76593631	76593233	76593309
79	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136667059	136667190	136667123	136667190	136594201	136594250
80	"ENSMUSG00000002105.15"	"Slc39a13"	chr2	-	91065581	91065714	91065581	91065700	91066012	91066126
81	"ENSMUSG00000002105.15"	"Slc39a13"	chr2	-	91065581	91065739	91065581	91065700	91066012	91066126
82	"ENSMUSG00000002105.15"	"Slc39a13"	chr2	-	91065581	91065739	91065581	91065714	91066012	91066126
83	"ENSMUSG00000038599.14"	"Capn8"	chr1	+	182628533	182628715	182628598	182628715	182627977	182628056
84	"ENSMUSG00000031770.16"	"Herpud1"	chr8	+	94389520	94389595	94389523	94389595	94389355	94389433
85	"ENSMUSG00000056724.14"	"Nbeal2"	chr9	-	110634363	110634470	110634363	110634449	110634712	110634872
86	"ENSMUSG00000004947.15"	"Dtx2"	chr5	+	136028498	136028572	136028501	136028572	136026469	136026607
87	"ENSMUSG00000029670.12"	"Ing3"	chr6	+	21952091	21952229	21952128	21952229	21950037	21950109
88	"ENSMUSG00000029670.12"	"Ing3"	chr6	+	21968884	21969004	21968917	21969004	21967626	21967698
89	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3473768	3473866	3473768	3473815	3478277	3478364
90	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3473768	3473866	3473768	3473815	3484830	3484916
91	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3526701	3526934	3526701	3526929	3544107	3544255
92	"ENSMUSG00000053388.10"	"Trim50"	chr5	+	135364049	135364072	135364052	135364072	135363727	135363958
93	"ENSMUSG00000047034.10"	"Ankrd33"	chr15	+	101116576	101116706	101116580	101116706	101116114	101116348
94	"ENSMUSG00000070366.5"	"Ppapdc1a"	chr7	+	129323362	129323487	129323397	129323487	129321488	129321552
95	"ENSMUSG00000032359.14"	"Ctsh"	chr9	+	90061501	90061624	90061518	90061624	90060478	90060510
96	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228054	112228214	112228054	112228178	112228300	112228356
97	"ENSMUSG00000039308.6"	"Ndst2"	chr14	-	20727177	20727373	20727177	20727360	20727486	20727615
98	"ENSMUSG00000039308.6"	"Ndst2"	chr14	-	20728075	20728261	20728075	20728186	20728450	20728605
99	"ENSMUSG00000026921.18"	"Egfl7"	chr2	+	26590576	26590752	26590656	26590752	26590379	26590495
100	"ENSMUSG00000034024.8"	"Cct2"	chr10	-	117055106	117055381	117055106	117055235	117056039	117056159
101	"ENSMUSG00000056069.9"	"Fam105a"	chr15	-	27658044	27658314	27658044	27658191	27659889	27660018
102	"ENSMUSG00000030866.8"	"Ern2"	chr7	-	122173978	122174063	122173978	122174060	122176188	122176330
103	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71852729	71852867	71852762	71852867	71851771	71851880
104	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71852729	71852867	71852765	71852867	71851771	71851880
105	"ENSMUSG00000052337.15"	"Immt"	chr6	+	71852762	71852867	71852765	71852867	71851771	71851880
106	"ENSMUSG00000037426.17"	"Depdc5"	chr5	+	32864009	32864312	32864157	32864312	32863712	32863743
107	"ENSMUSG00000037426.17"	"Depdc5"	chr5	+	32937520	32937704	32937547	32937704	32933949	32934015
108	"ENSMUSG00000037426.17"	"Depdc5"	chr5	+	32955852	32955958	32955855	32955958	32946633	32946767
109	"ENSMUSG00000019737.14"	"Syne4"	chr7	+	30316229	30316373	30316294	30316373	30315261	30315400
110	"ENSMUSG00000019737.14"	"Syne4"	chr7	+	30316229	30316373	30316313	30316373	30315261	30315400
111	"ENSMUSG00000019737.14"	"Syne4"	chr7	+	30316294	30316373	30316313	30316373	30315261	30315400
112	"ENSMUSG00000019737.14"	"Syne4"	chr7	+	30318672	30318731	30318677	30318731	30317967	30318042
113	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44308905	44309049	44308947	44309049	44306989	44307106
114	"ENSMUSG00000050994.20"	"Adgb"	chr10	-	10352896	10353063	10352896	10353060	10357866	10357978
115	"ENSMUSG00000050994.20"	"Adgb"	chr10	-	10449966	10450129	10449966	10450111	10472240	10472314
116	"ENSMUSG00000029060.17"	"Mib2"	chr4	-	155655251	155655439	155655251	155655270	155655521	155656305
117	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4865136	4866268	4865136	4865313	4866448	4866529
118	"ENSMUSG00000037336.14"	"Mfsd2b"	chr12	-	4869534	4869672	4869534	4869658	4870498	4870623
119	"ENSMUSG00000035597.19"	"Prpf39"	chr12	+	65055614	65055764	65055637	65055764	65055433	65055533
120	"ENSMUSG00000035597.19"	"Prpf39"	chr12	+	65056250	65056519	65056304	65056519	65055637	65055764
121	"ENSMUSG00000035597.19"	"Prpf39"	chr12	+	65057728	65057913	65057731	65057913	65056250	65056519
122	"ENSMUSG00000071392.6"	"Ect2l"	chr10	-	18138807	18138873	18138807	18138867	18140259	18140416
123	"ENSMUSG00000075044.12"	"Slc22a29"	chr19	-	8161501	8161705	8161501	8161631	8162648	8162757
124	"ENSMUSG00000030209.14"	"Grin2b"	chr6	-	136172864	136173103	136172864	136172937	136173472	136173511
125	"ENSMUSG00000041674.16"	"RP23-349B9.1"	chr11	-	112672083	112672404	112672083	112672234	112672917	112672972
126	"ENSMUSG00000041674.16"	"RP23-349B9.1"	chr11	-	112691291	112691714	112691291	112691435	112711081	112711188
127	"ENSMUSG00000019373.11"	"Cops3"	chr11	-	59830146	59830307	59830146	59830239	59832883	59832933
128	"ENSMUSG00000052133.16"	"Sema5b"	chr16	+	35661565	35661715	35661568	35661715	35661291	35661462
129	"ENSMUSG00000062743.9"	"Zfp677"	chr17	+	21392460	21392551	21392465	21392551	21383747	21384020
130	"ENSMUSG00000040563.13"	"Plppr2"	chr9	+	21940684	21940873	21940759	21940873	21939298	21939378
131	"ENSMUSG00000005687.14"	"Bcas2"	chr3	+	103173233	103173345	103173274	103173345	103171947	103172040
132	"ENSMUSG00000005687.14"	"Bcas2"	chr3	+	103175618	103177419	103177338	103177419	103174339	103174501
133	"ENSMUSG00000079109.11"	"Pms2"	chr5	+	143911920	143912060	143911925	143912060	143909963	143910079
134	"ENSMUSG00000079109.11"	"Pms2"	chr5	+	143928098	143929042	143928941	143929042	143925220	143926073
135	"ENSMUSG00000004626.14"	"Stxbp2"	chr8	+	3641894	3642055	3641897	3642055	3641734	3641820
136	"ENSMUSG00000063730.13"	"Hsd3b2"	chr3	-	98719659	98719784	98719659	98719741	98723832	98723892
137	"ENSMUSG00000009210.10"	"Prr29"	chr11	+	106375172	106375248	106375193	106375248	106374844	106374917
138	"ENSMUSG00000027575.19"	"Arfgap1"	chr2	+	180971013	180971114	180971050	180971114	180967601	180967814
139	"ENSMUSG00000027575.19"	"Arfgap1"	chr2	+	180980397	180980474	180980403	180980474	180979170	180979227
140	"ENSMUSG00000018861.8"	"Fdxr"	chr11	-	115271876	115271999	115271876	115271975	115272186	115272282
141	"ENSMUSG00000045679.14"	"Pqlc3"	chr12	-	16992277	16993573	16992277	16992319	16995613	16995671
142	"ENSMUSG00000045679.14"	"Pqlc3"	chr12	-	16997633	16997703	16997633	16997656	16997773	16997856
143	"ENSMUSG00000020758.15"	"Itgb4"	chr11	+	115989718	115989841	115989721	115989841	115988889	115989019
144	"ENSMUSG00000115644.1"	"Vmn1r17"	chr6	-	57359240	57361430	57359240	57361284	57363687	57363727
145	"ENSMUSG00000038039.13"	"Gcc2"	chr10	+	58256746	58256904	58256819	58256904	58255828	58255882
146	"ENSMUSG00000038039.13"	"Gcc2"	chr10	+	58296087	58296239	58296099	58296239	58294710	58294905
147	"ENSMUSG00000035310.15"	"Lin54"	chr5	-	100475688	100475831	100475688	100475827	100480197	100480321
148	"ENSMUSG00000102085.2"	"RP23-80J7.6"	chr7	-	39871239	39871361	39871239	39871353	39910133	39910251
149	"ENSMUSG00000026307.12"	"Scly"	chr1	+	91302768	91302869	91302772	91302869	91300527	91300640
150	"ENSMUSG00000026307.12"	"Scly"	chr1	+	91308292	91308441	91308313	91308441	91305273	91305454
151	"ENSMUSG00000004931.11"	"Apba3"	chr10	+	81271364	81271526	81271391	81271526	81271195	81271282
152	"ENSMUSG00000001870.15"	"Ltbp1"	chr17	+	75276395	75276623	75276554	75276623	75273866	75274034
153	"ENSMUSG00000055884.8"	"Fancm"	chr12	+	65101519	65101712	65101560	65101712	65099247	65099452
154	"ENSMUSG00000025792.9"	"Slc25a10"	chr11	+	120497013	120497461	120497383	120497461	120496635	120496706
155	"ENSMUSG00000056004.16"	"AC157555.1"	chr5	+	9440692	9440983	9440719	9440983	9437705	9437843
156	"ENSMUSG00000056004.16"	"AC157555.1"	chr5	+	9440692	9440983	9440724	9440983	9437705	9437843
157	"ENSMUSG00000056004.16"	"AC157555.1"	chr5	+	9440719	9440983	9440724	9440983	9437705	9437843
158	"ENSMUSG00000021850.14"	"RP24-142A23.1"	chr14	-	49234462	49234564	49234462	49234561	49235879	49235966
159	"ENSMUSG00000066979.6"	"Bub3"	chr7	+	131561536	131563485	131563333	131563485	131560608	131560908
160	"ENSMUSG00000066979.6"	"Bub3"	chr7	+	131568504	131568721	131568604	131568721	131568183	131568361
161	"ENSMUSG00000017978.18"	"Cadps2"	chr6	-	23344206	23344372	23344206	23344363	23355823	23355927
162	"ENSMUSG00000025499.18"	"Hras"	chr7	-	141192130	141192340	141192130	141192290	141192441	141192620
163	"ENSMUSG00000024781.15"	"Lipa"	chr19	-	34524737	34524846	34524737	34524842	34527365	34527474
164	"ENSMUSG00000026879.14"	"Gsn"	chr2	+	35282650	35282721	35282659	35282721	35266819	35266903
165	"ENSMUSG00000027624.19"	"Epb41l1"	chr2	+	156510732	156510881	156510735	156510881	156509131	156509307
166	"ENSMUSG00000027624.19"	"Epb41l1"	chr2	+	156510732	156510881	156510756	156510881	156509131	156509307
167	"ENSMUSG00000027624.19"	"Epb41l1"	chr2	+	156510735	156510881	156510756	156510881	156509131	156509307
168	"ENSMUSG00000105078.2"	"RP23-57P23.5"	chr5	+	99923016	99923113	99923069	99923113	99919195	99919266
169	"ENSMUSG00000074886.11"	"Grk6"	chr13	+	55451702	55451843	55451717	55451843	55451519	55451583
170	"ENSMUSG00000074886.11"	"Grk6"	chr13	+	55452134	55452325	55452236	55452325	55451702	55451843
171	"ENSMUSG00000025758.10"	"Plk4"	chr3	+	40805007	40805920	40805011	40805920	40801957	40802072
172	"ENSMUSG00000025758.10"	"Plk4"	chr3	+	40808746	40809108	40808755	40809108	40806486	40806587
173	"ENSMUSG00000042210.17"	"Abhd14a"	chr9	-	106440620	106440910	106440620	106440856	106443826	106443942
174	"ENSMUSG00000042210.17"	"Abhd14a"	chr9	-	106445525	106445656	106445525	106445651	106445770	106445829
175	"ENSMUSG00000029592.11"	"Usp30"	chr5	+	114111868	114111914	114111871	114111914	114111116	114111215
176	"ENSMUSG00000034724.17"	"Cnot6l"	chr5	-	96131058	96131245	96131058	96131241	96134010	96134132
177	"ENSMUSG00000034151.13"	"Zbbx"	chr3	-	75093061	75093197	75093061	75093182	75105623	75105798
178	"ENSMUSG00000040549.16"	"Ckap5"	chr2	+	91619687	91619839	91619750	91619839	91616300	91616460
179	"ENSMUSG00000038126.17"	"Mphosph9"	chr5	-	124259967	124260215	124259967	124260169	124260934	124261035
180	"ENSMUSG00000038126.17"	"Mphosph9"	chr5	-	124320844	124320998	124320844	124320954	124324873	124325137
181	"ENSMUSG00000056962.11"	"Jmjd6"	chr11	-	116839837	116839931	116839837	116839926	116840409	116840545
182	"ENSMUSG00000019888.16"	"Mgat4c"	chr10	+	102370288	102370393	102370332	102370393	102350934	102350984
183	"ENSMUSG00000054892.14"	"Txk"	chr5	-	72736361	72736440	72736361	72736419	72752678	72752773
184	"ENSMUSG00000025915.14"	"Sgk3"	chr1	+	9885988	9886142	9886046	9886142	9885666	9885753
185	"ENSMUSG00000034706.16"	"Dnaic2"	chr11	+	114752856	114753003	114752892	114753003	114751785	114751921
186	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3234461	3234645	3234584	3234645	3233987	3234059
187	"ENSMUSG00000054199.17"	"Gon4l"	chr3	+	88854601	88854795	88854604	88854795	88846387	88846579
188	"ENSMUSG00000036553.16"	"Sh3tc1"	chr5	-	35699710	35699907	35699710	35699795	35700256	35700407
189	"ENSMUSG00000006589.8"	"Aprt"	chr8	-	122576118	122576252	122576118	122576231	122576514	122576621
190	"ENSMUSG00000031209.14"	"Heph"	chrX	+	96497847	96498056	96497973	96498056	96486226	96486358
191	"ENSMUSG00000064289.15"	"Tank"	chr2	+	61626902	61627014	61626905	61627014	61613650	61613798
192	"ENSMUSG00000021877.12"	"Arf4"	chr14	+	26646887	26647023	26646913	26647023	26646658	26646739
193	"ENSMUSG00000038346.18"	"Zfp384"	chr6	+	125024413	125024552	125024504	125024552	125024032	125024270
194	"ENSMUSG00000038346.18"	"Zfp384"	chr6	+	125024745	125025082	125024862	125025082	125024032	125024270
195	"ENSMUSG00000068036.14"	"Mllt4"	chr17	+	13807276	13807392	13807279	13807392	13803938	13804134
196	"ENSMUSG00000068036.14"	"Mllt4"	chr17	+	13808931	13809095	13808934	13809095	13807276	13807392
197	"ENSMUSG00000034799.16"	"Unc13a"	chr8	-	71637771	71637927	71637771	71637810	71639216	71639222
198	"ENSMUSG00000069295.2"	"Vmn1r196"	chr13	+	22292982	22298360	22293460	22298360	22292074	22292247
199	"ENSMUSG00000069295.2"	"Vmn1r196"	chr13	+	22292982	22298360	22293650	22298360	22292074	22292247
200	"ENSMUSG00000069295.2"	"Vmn1r196"	chr13	+	22293460	22298360	22293650	22298360	22292074	22292247
201	"ENSMUSG00000039844.19"	"Rapgef1"	chr2	+	29710152	29710308	29710155	29710308	29707197	29707400
202	"ENSMUSG00000039844.19"	"Rapgef1"	chr2	+	29733419	29733762	29733576	29733762	29732826	29732919
203	"ENSMUSG00000020083.13"	"RP23-459M2.1"	chr10	-	62109883	62110031	62109883	62110012	62110235	62110314
204	"ENSMUSG00000027257.13"	"Pacsin3"	chr2	+	91259863	91259927	91259867	91259927	91256812	91256926
205	"ENSMUSG00000027257.13"	"Pacsin3"	chr2	+	91260170	91260261	91260200	91260261	91259867	91259927
206	"ENSMUSG00000069910.2"	"Spdl1"	chr11	-	34822373	34822472	34822373	34822468	34822559	34822709
207	"ENSMUSG00000004040.16"	"Stat3"	chr11	-	100889477	100889590	100889477	100889540	100889885	100889928
208	"ENSMUSG00000004040.16"	"Stat3"	chr11	-	100907990	100908089	100907990	100908011	100908659	100908804
209	"ENSMUSG00000042804.13"	"Gpr153"	chr4	+	152282857	152285337	152282926	152285337	152282370	152282555
210	"ENSMUSG00000061474.11"	"Mrps36"	chr13	-	100739013	100739201	100739013	100739195	100741167	100741231
211	"ENSMUSG00000063511.11"	"Snrnp70"	chr7	-	45380716	45383184	45380716	45380818	45383803	45383885
212	"ENSMUSG00000005677.14"	"Nr1i3"	chr1	+	171217313	171217430	171217316	171217430	171217075	171217221
213	"ENSMUSG00000029049.14"	"Morn1"	chr4	+	155110927	155111051	155110928	155111051	155102089	155102200
214	"ENSMUSG00000029049.14"	"Morn1"	chr4	+	155128678	155128800	155128682	155128800	155111416	155111589
215	"ENSMUSG00000093906.5"	"Igkv9-129"	chr6	+	67839968	67840266	67839971	67840266	67839792	67839847
216	"ENSMUSG00000045983.15"	"Eif4g1"	chr16	+	20674167	20674314	20674227	20674314	20673867	20673961
217	"ENSMUSG00000045983.15"	"Eif4g1"	chr16	+	20675729	20675829	20675759	20675829	20675343	20675520
218	"ENSMUSG00000045983.15"	"Eif4g1"	chr16	+	20678801	20678950	20678883	20678950	20678581	20678674
219	"ENSMUSG00000045983.15"	"Eif4g1"	chr16	+	20681733	20681922	20681736	20681922	20681419	20681578
220	"ENSMUSG00000045983.15"	"Eif4g1"	chr16	+	20684407	20684508	20684428	20684508	20684021	20684181
221	"ENSMUSG00000023452.18"	"Pisd"	chr5	-	32737985	32738146	32737985	32738032	32738387	32738534
222	"ENSMUSG00000007564.14"	"Ppp2r1a"	chr17	+	20958719	20958834	20958827	20958834	20956956	20957112
223	"ENSMUSG00000040651.9"	"Fam208a"	chr14	+	27480641	27483555	27480915	27483555	27479923	27480091
224	"ENSMUSG00000030231.11"	"Plekha5"	chr6	+	140579426	140579476	140579429	140579476	140577226	140577338
225	"ENSMUSG00000030231.11"	"Plekha5"	chr6	+	140593554	140597110	140596248	140597110	140591627	140591764
226	"ENSMUSG00000038412.8"	"Higd1a"	chr9	-	121852490	121852609	121852490	121852605	121856449	121856585
227	"ENSMUSG00000038412.8"	"Higd1a"	chr9	-	121852490	121852609	121852490	121852605	121856720	121856872
228	"ENSMUSG00000025326.12"	"Ube3a"	chr7	+	59271946	59272236	59272142	59272236	59247172	59247217
229	"ENSMUSG00000019848.14"	"Popdc3"	chr10	+	45316430	45316539	45316482	45316539	45314560	45315279
230	"ENSMUSG00000011837.4"	"Snapc2"	chr8	+	4255283	4255373	4255341	4255373	4255070	4255121
231	"ENSMUSG00000042594.16"	"Sh2b3"	chr5	-	121818464	121818679	121818464	121818649	121818759	121818854
232	"ENSMUSG00000013736.16"	"Trnt1"	chr6	+	106769829	106770003	106769855	106770003	106769212	106769256
233	"ENSMUSG00000025955.13"	"Akr1cl"	chr1	-	65021918	65021996	65021918	65021992	65024662	65024779
234	"ENSMUSG00000033669.8"	"Zfp7"	chr15	+	76881111	76881238	76881114	76881238	76880738	76880782
235	"ENSMUSG00000062590.13"	"Armc9"	chr1	+	86213049	86213105	86213052	86213105	86207952	86208043
236	"ENSMUSG00000062590.13"	"Armc9"	chr1	+	86262038	86262165	86262041	86262165	86257225	86257362
237	"ENSMUSG00000037722.8"	"Gnpnat1"	chr14	-	45380936	45381016	45380936	45380998	45381555	45381683
238	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84368142	84368709	84368585	84368709	84366884	84367019
239	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84371403	84371558	84371450	84371558	84371107	84371170
240	"ENSMUSG00000034813.17"	"Grip1"	chr10	+	119985473	119986484	119986331	119986484	119978437	119978607
241	"ENSMUSG00000033653.17"	"Vps8"	chr16	+	21456222	21456353	21456228	21456353	21448348	21448403
242	"ENSMUSG00000036819.14"	"Jmjd4"	chr11	+	59453791	59454059	59453827	59454059	59453510	59453645
243	"ENSMUSG00000036819.14"	"Jmjd4"	chr11	+	59453791	59454059	59453877	59454059	59453510	59453645
244	"ENSMUSG00000036819.14"	"Jmjd4"	chr11	+	59453827	59454059	59453877	59454059	59453510	59453645
245	"ENSMUSG00000037470.14"	"Uggt1"	chr1	-	36174078	36174210	36174078	36174130	36174895	36175102
